Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Julius Randle,Knicks,"NOV 13, 2023",NYK @ BOS,L,38,7,19,36.8%,2,8,25.0%,9,11,81.8%,3,6,9,5,0,0,3,4,25,-10
Julius Randle,Knicks,"NOV 12, 2023",NYK vs. CHA,W,27,8,16,50.0%,1,4,25.0%,6,8,75.0%,1,4,5,5,3,0,3,1,23,8
Julius Randle,Knicks,"NOV 08, 2023",NYK vs. SAS,W,31,8,19,42.1%,2,6,33.3%,5,8,62.5%,4,12,16,5,1,0,2,1,23,31
Julius Randle,Knicks,"NOV 06, 2023",NYK vs. LAC,W,37,9,21,42.9%,3,8,37.5%,6,6,100.0%,2,8,10,3,0,0,6,3,27,2
Julius Randle,Knicks,"NOV 03, 2023",NYK @ MIL,L,39,5,20,25.0%,1,9,11.1%,5,9,55.6%,4,8,12,5,2,0,1,4,16,-5
Julius Randle,Knicks,"NOV 01, 2023",NYK vs. CLE,L,35,3,15,20.0%,0,6,0.0%,0,0,0.0%,0,6,6,4,1,0,3,2,6,-4
Julius Randle,Knicks,"OCT 31, 2023",NYK @ CLE,W,31,5,14,35.7%,2,5,40.0%,7,10,70.0%,3,7,10,2,1,0,1,1,19,18
Julius Randle,Knicks,"OCT 28, 2023",NYK @ NOP,L,34,4,15,26.7%,0,5,0.0%,2,2,100.0%,0,12,12,4,0,0,8,4,10,-11
Julius Randle,Knicks,"OCT 27, 2023",NYK @ ATL,W,34,4,10,40.0%,3,7,42.9%,6,8,75.0%,2,10,12,9,0,0,3,3,17,7
Julius Randle,Knicks,"OCT 25, 2023",NYK vs. BOS,L,34,5,22,22.7%,3,8,37.5%,1,5,20.0%,4,7,11,7,2,0,0,3,14,-13
Julius Randle - Average,Average,,,,34.0,5.8,17.1,34.2%,1.7,6.6,25.2%,4.7,6.7,64.0%,2.3,8.0,10.3,4.9,1.0,0.0,3.0,2.6,18.0,2.3
Duop Reath,Trail Blazers,"NOV 14, 2023",POR @ UTA,L,10,0,4,0.0%,0,3,0.0%,0,0,0.0%,1,0,1,0,0,0,2,1,0,-5
Duop Reath,Trail Blazers,"NOV 12, 2023",POR @ LAL,L,14,4,10,40.0%,3,8,37.5%,0,0,0.0%,0,3,3,3,0,1,0,3,11,11
Duop Reath - Average,Average,,,,12.0,2.0,7.0,20.0%,1.5,5.5,18.8%,0.0,0.0,0.0%,0.5,1.5,2.0,1.5,0.0,0.5,1.0,2.0,5.5,3.0
Austin Reaves,Lakers,"NOV 14, 2023",LAL vs. MEM,W,29,5,9,55.6%,4,4,100.0%,2,3,66.7%,2,10,12,7,0,0,3,0,16,13
Austin Reaves,Lakers,"NOV 12, 2023",LAL vs. POR,W,28,6,12,50.0%,2,4,50.0%,4,4,100.0%,0,4,4,4,0,0,1,0,18,3
Austin Reaves,Lakers,"NOV 10, 2023",LAL @ PHX,W,35,6,11,54.5%,2,4,50.0%,1,1,100.0%,0,1,1,7,1,0,2,1,15,-2
Austin Reaves,Lakers,"NOV 08, 2023",LAL @ HOU,L,26,2,9,22.2%,0,4,0.0%,3,3,100.0%,0,1,1,4,2,0,2,1,7,-28
Austin Reaves,Lakers,"NOV 06, 2023",LAL @ MIA,L,40,9,14,64.3%,3,8,37.5%,2,3,66.7%,3,7,10,9,1,0,4,1,23,2
Austin Reaves,Lakers,"NOV 04, 2023",LAL @ ORL,L,34,7,11,63.6%,3,5,60.0%,3,4,75.0%,0,2,2,2,2,0,1,0,20,6
Austin Reaves,Lakers,"NOV 01, 2023",LAL vs. LAC,W,38,5,13,38.5%,0,3,0.0%,5,5,100.0%,2,5,7,7,3,0,5,4,15,-5
Austin Reaves,Lakers,"OCT 30, 2023",LAL vs. ORL,W,31,5,12,41.7%,1,4,25.0%,0,0,0.0%,0,3,3,3,0,1,3,0,11,-14
Austin Reaves,Lakers,"OCT 29, 2023",LAL @ SAC,L,28,1,12,8.3%,1,8,12.5%,2,2,100.0%,0,2,2,2,1,0,3,2,5,-12
Austin Reaves,Lakers,"OCT 26, 2023",LAL vs. PHX,W,28,4,7,57.1%,1,2,50.0%,1,2,50.0%,1,1,2,1,1,0,1,5,10,-11
Austin Reaves,Lakers,"OCT 24, 2023",LAL @ DEN,L,31,4,11,36.4%,1,2,50.0%,5,7,71.4%,4,4,8,4,2,0,2,2,14,-14
Austin Reaves - Average,Average,,,,31.6,4.9,11.0,44.7%,1.6,4.4,39.5%,2.5,3.1,75.4%,1.1,3.6,4.7,4.5,1.2,0.1,2.5,1.5,14.0,-5.6
Cam Reddish,Lakers,"NOV 14, 2023",LAL vs. MEM,W,25,3,7,42.9%,3,5,60.0%,1,2,50.0%,0,1,1,2,0,0,0,2,10,16
Cam Reddish,Lakers,"NOV 12, 2023",LAL vs. POR,W,38,7,10,70.0%,1,3,33.3%,3,3,100.0%,1,6,7,2,3,1,1,1,18,10
Cam Reddish,Lakers,"NOV 10, 2023",LAL @ PHX,W,28,5,10,50.0%,5,8,62.5%,2,2,100.0%,1,2,3,0,3,0,0,3,17,7
Cam Reddish,Lakers,"NOV 08, 2023",LAL @ HOU,L,25,2,7,28.6%,0,3,0.0%,3,4,75.0%,0,1,1,0,3,0,0,0,7,-20
Cam Reddish,Lakers,"NOV 06, 2023",LAL @ MIA,L,29,2,5,40.0%,0,0,0.0%,3,4,75.0%,2,2,4,2,1,0,2,0,7,-4
Cam Reddish,Lakers,"NOV 04, 2023",LAL @ ORL,L,24,1,5,20.0%,0,1,0.0%,0,0,0.0%,0,3,3,0,0,0,1,4,2,-15
Cam Reddish,Lakers,"NOV 01, 2023",LAL vs. LAC,W,37,2,7,28.6%,1,5,20.0%,3,4,75.0%,0,4,4,4,3,1,0,5,8,-4
Cam Reddish,Lakers,"OCT 30, 2023",LAL vs. ORL,W,14,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,2,2,2,1,0,1,0,0,-3
Cam Reddish,Lakers,"OCT 29, 2023",LAL @ SAC,L,5,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,-7
Cam Reddish,Lakers,"OCT 26, 2023",LAL vs. PHX,W,12,2,5,40.0%,0,3,0.0%,0,0,0.0%,0,1,1,0,0,0,1,2,4,-12
Cam Reddish,Lakers,"OCT 24, 2023",LAL @ DEN,L,18,2,4,50.0%,1,2,50.0%,2,2,100.0%,2,2,4,0,0,1,0,2,7,7
Cam Reddish - Average,Average,,,,23.2,2.4,5.7,33.6%,1.0,2.9,20.5%,1.5,1.9,52.3%,0.5,2.3,2.8,1.1,1.3,0.3,0.5,1.7,7.3,-2.3
Paul Reed,76ers,"NOV 14, 2023",PHI vs. IND,L,10,1,1,100.0%,0,0,0.0%,0,0,0.0%,1,0,1,1,0,1,1,1,2,3
Paul Reed,76ers,"NOV 12, 2023",PHI vs. IND,W,15,2,4,50.0%,0,0,0.0%,0,0,0.0%,2,4,6,3,1,0,0,2,4,12
Paul Reed,76ers,"NOV 10, 2023",PHI @ DET,W,12,1,2,50.0%,0,0,0.0%,0,0,0.0%,0,4,4,0,0,0,0,3,2,7
Paul Reed,76ers,"NOV 08, 2023",PHI vs. BOS,W,11,4,5,80.0%,0,0,0.0%,0,0,0.0%,3,1,4,0,1,0,1,0,8,-1
Paul Reed,76ers,"NOV 06, 2023",PHI vs. WAS,W,14,3,3,100.0%,0,0,0.0%,0,0,0.0%,2,4,6,2,1,0,1,1,6,9
Paul Reed,76ers,"NOV 04, 2023",PHI vs. PHX,W,15,2,4,50.0%,0,0,0.0%,0,0,0.0%,1,4,5,1,0,0,0,3,4,13
Paul Reed,76ers,"NOV 02, 2023",PHI vs. TOR,W,12,3,4,75.0%,0,0,0.0%,0,0,0.0%,3,2,5,0,0,1,1,2,6,-5
Paul Reed,76ers,"OCT 29, 2023",PHI vs. POR,W,17,1,5,20.0%,0,2,0.0%,0,0,0.0%,1,4,5,1,0,1,1,2,2,0
Paul Reed,76ers,"OCT 28, 2023",PHI @ TOR,W,13,2,4,50.0%,0,0,0.0%,0,0,0.0%,2,3,5,0,1,0,1,4,4,9
Paul Reed,76ers,"OCT 26, 2023",PHI @ MIL,L,12,1,2,50.0%,0,1,0.0%,1,2,50.0%,1,3,4,2,0,1,2,4,3,0
Paul Reed - Average,Average,,,,13.1,2.0,3.4,62.5%,0.0,0.3,0.0%,0.1,0.2,5.0%,1.6,2.9,4.5,1.0,0.4,0.4,0.8,2.2,4.1,4.7
Naz Reid,Timberwolves,"NOV 14, 2023",MIN @ GSW,W,16,4,5,80.0%,2,3,66.7%,0,0,0.0%,0,2,2,0,0,0,1,4,10,-8
Naz Reid,Timberwolves,"NOV 12, 2023",MIN @ GSW,W,19,3,8,37.5%,2,5,40.0%,2,2,100.0%,1,5,6,2,0,0,2,2,10,10
Naz Reid,Timberwolves,"NOV 10, 2023",MIN @ SAS,W,18,3,7,42.9%,1,3,33.3%,0,0,0.0%,1,2,3,0,0,2,0,1,7,7
Naz Reid,Timberwolves,"NOV 08, 2023",MIN vs. NOP,W,22,4,8,50.0%,1,4,25.0%,0,0,0.0%,1,3,4,0,1,0,0,2,9,17
Naz Reid,Timberwolves,"NOV 06, 2023",MIN vs. BOS,W,25,5,9,55.6%,2,4,50.0%,2,2,100.0%,1,3,4,2,2,2,3,0,14,-2
Naz Reid,Timberwolves,"NOV 04, 2023",MIN vs. UTA,W,22,5,9,55.6%,3,5,60.0%,3,4,75.0%,2,3,5,1,0,0,1,0,16,9
Naz Reid,Timberwolves,"NOV 01, 2023",MIN vs. DEN,W,19,6,9,66.7%,1,3,33.3%,3,3,100.0%,1,4,5,1,1,0,1,0,16,4
Naz Reid,Timberwolves,"OCT 30, 2023",MIN @ ATL,L,24,5,12,41.7%,3,7,42.9%,0,0,0.0%,0,1,1,0,0,0,1,1,13,-21
Naz Reid,Timberwolves,"OCT 28, 2023",MIN vs. MIA,W,28,10,14,71.4%,4,7,57.1%,1,1,100.0%,1,7,8,1,2,0,0,3,25,30
Naz Reid,Timberwolves,"OCT 25, 2023",MIN @ TOR,L,24,3,8,37.5%,0,2,0.0%,4,4,100.0%,1,3,4,1,0,0,1,0,10,1
Naz Reid - Average,Average,,,,21.7,4.8,8.9,53.9%,1.9,4.3,40.8%,1.5,1.6,57.5%,0.9,3.3,4.2,0.8,0.6,0.4,1.0,1.3,13.0,4.7
Jared Rhoden,Pistons,"NOV 10, 2023",DET vs. PHI,L,7,2,3,66.7%,1,2,50.0%,0,0,0.0%,0,0,0,0,0,0,1,1,5,2
Jared Rhoden,Pistons,"NOV 08, 2023",DET @ MIL,L,13,3,4,75.0%,0,1,0.0%,0,0,0.0%,0,1,1,3,0,0,0,2,6,9
Jared Rhoden,Pistons,"NOV 06, 2023",DET vs. GSW,L,5,0,2,0.0%,0,1,0.0%,2,2,100.0%,1,1,2,0,0,0,1,1,2,-9
Jared Rhoden,Pistons,"NOV 05, 2023",DET vs. PHX,L,3,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,5
Jared Rhoden,Pistons,"OCT 30, 2023",DET @ OKC,L,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0,0,8
Jared Rhoden - Average,Average,,,,6.0,1.0,1.8,28.3%,0.2,0.8,10.0%,0.4,0.4,20.0%,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,3.0
Nick Richards,Hornets,"NOV 14, 2023",CHA vs. MIA,L,25,2,2,100.0%,0,0,0.0%,6,6,100.0%,1,11,12,1,1,0,3,5,10,5
Nick Richards,Hornets,"NOV 12, 2023",CHA @ NYK,L,22,7,9,77.8%,0,0,0.0%,2,2,100.0%,1,3,4,0,0,0,2,4,16,-6
Nick Richards,Hornets,"NOV 10, 2023",CHA @ WAS,W,18,5,5,100.0%,0,0,0.0%,5,8,62.5%,3,4,7,0,1,1,1,4,15,-12
Nick Richards,Hornets,"NOV 08, 2023",CHA vs. WAS,L,16,2,3,66.7%,0,0,0.0%,3,4,75.0%,0,6,6,0,0,0,0,2,7,-9
Nick Richards,Hornets,"NOV 05, 2023",CHA @ DAL,L,21,6,7,85.7%,0,0,0.0%,0,0,0.0%,3,6,9,1,0,1,0,4,12,-5
Nick Richards,Hornets,"NOV 04, 2023",CHA @ IND,W,18,4,4,100.0%,0,0,0.0%,2,2,100.0%,3,7,10,0,0,2,1,1,10,4
Nick Richards,Hornets,"NOV 01, 2023",CHA @ HOU,L,19,3,6,50.0%,0,0,0.0%,4,4,100.0%,4,4,8,0,0,4,1,3,10,-9
Nick Richards,Hornets,"OCT 30, 2023",CHA vs. BKN,L,13,1,1,100.0%,0,0,0.0%,2,2,100.0%,0,2,2,1,1,2,1,2,4,-7
Nick Richards,Hornets,"OCT 27, 2023",CHA vs. DET,L,16,0,1,0.0%,0,0,0.0%,0,2,0.0%,1,1,2,0,1,2,2,4,0,1
Nick Richards,Hornets,"OCT 25, 2023",CHA vs. ATL,W,18,2,2,100.0%,0,0,0.0%,3,4,75.0%,1,3,4,1,0,1,2,3,7,-14
Nick Richards - Average,Average,,,,18.6,3.2,4.0,78.0%,0.0,0.0,0.0%,2.7,3.4,71.2%,1.7,4.7,6.4,0.4,0.4,1.3,1.3,3.2,9.1,-5.2
Josh Richardson,Heat,"NOV 14, 2023",MIA @ CHA,W,33,2,10,20.0%,0,6,0.0%,2,2,100.0%,1,4,5,6,1,1,1,2,6,11
Josh Richardson,Heat,"NOV 12, 2023",MIA @ SAS,W,26,4,7,57.1%,2,4,50.0%,2,2,100.0%,0,3,3,4,1,0,0,2,12,1
Josh Richardson,Heat,"NOV 11, 2023",MIA @ ATL,W,23,6,7,85.7%,3,4,75.0%,1,1,100.0%,0,2,2,0,0,0,1,0,16,15
Josh Richardson,Heat,"NOV 08, 2023",MIA @ MEM,W,17,1,9,11.1%,0,5,0.0%,0,0,0.0%,0,0,0,2,0,1,4,1,2,-19
Josh Richardson,Heat,"NOV 06, 2023",MIA vs. LAL,W,21,1,2,50.0%,1,2,50.0%,0,0,0.0%,0,2,2,0,0,0,1,4,3,-6
Josh Richardson,Heat,"NOV 03, 2023",MIA vs. WAS,W,26,4,6,66.7%,1,2,50.0%,1,1,100.0%,0,3,3,5,0,0,2,2,10,-2
Josh Richardson,Heat,"NOV 01, 2023",MIA vs. BKN,L,30,1,9,11.1%,1,5,20.0%,1,2,50.0%,0,3,3,3,1,0,0,2,4,-13
Josh Richardson,Heat,"OCT 30, 2023",MIA @ MIL,L,23,3,7,42.9%,0,2,0.0%,0,0,0.0%,0,3,3,2,0,0,0,3,6,4
Josh Richardson - Average,Average,,,,24.9,2.8,7.1,43.1%,1.0,3.8,30.6%,0.9,1.0,56.2%,0.1,2.5,2.6,2.8,0.4,0.2,1.1,2.0,7.4,-1.1
Duncan Robinson,Heat,"NOV 14, 2023",MIA @ CHA,W,36,6,13,46.2%,4,10,40.0%,2,2,100.0%,0,8,8,5,1,1,1,2,18,1
Duncan Robinson,Heat,"NOV 12, 2023",MIA @ SAS,W,39,8,16,50.0%,4,7,57.1%,6,6,100.0%,1,4,5,4,0,1,0,1,26,22
Duncan Robinson,Heat,"NOV 11, 2023",MIA @ ATL,W,30,5,15,33.3%,1,10,10.0%,0,0,0.0%,0,3,3,2,1,0,1,3,11,-1
Duncan Robinson,Heat,"NOV 08, 2023",MIA @ MEM,W,35,3,7,42.9%,2,5,40.0%,1,2,50.0%,0,3,3,2,0,0,5,3,9,2
Duncan Robinson,Heat,"NOV 06, 2023",MIA vs. LAL,W,26,5,11,45.5%,2,6,33.3%,0,0,0.0%,0,3,3,3,1,0,1,1,12,8
Duncan Robinson,Heat,"NOV 03, 2023",MIA vs. WAS,W,30,7,11,63.6%,4,8,50.0%,0,0,0.0%,0,1,1,6,1,0,2,0,18,2
Duncan Robinson,Heat,"NOV 01, 2023",MIA vs. BKN,L,21,2,8,25.0%,1,6,16.7%,0,0,0.0%,0,3,3,2,0,0,1,4,5,-4
Duncan Robinson,Heat,"OCT 30, 2023",MIA @ MIL,L,22,6,10,60.0%,3,7,42.9%,0,0,0.0%,1,0,1,1,0,0,0,5,15,-1
Duncan Robinson,Heat,"OCT 28, 2023",MIA @ MIN,L,29,3,12,25.0%,2,10,20.0%,0,0,0.0%,1,2,3,1,1,0,1,1,8,-18
Duncan Robinson,Heat,"OCT 27, 2023",MIA @ BOS,L,24,3,7,42.9%,3,6,50.0%,0,0,0.0%,0,1,1,0,0,0,0,2,9,-12
Duncan Robinson,Heat,"OCT 25, 2023",MIA vs. DET,W,22,6,10,60.0%,3,5,60.0%,0,0,0.0%,1,1,2,1,0,0,0,1,15,-3
Duncan Robinson - Average,Average,,,,28.5,4.9,10.9,44.9%,2.6,7.3,38.2%,0.8,0.9,22.7%,0.4,2.6,3.0,2.5,0.5,0.2,1.1,2.1,13.3,-0.4
Jerome Robinson,Warriors,"OCT 30, 2023",GSW @ NOP,W,5,0,2,0.0%,0,0,0.0%,0,0,0.0%,1,1,2,0,0,0,0,0,0,0
Jerome Robinson - Average,Average,,,,5.0,0.0,2.0,0.0%,0.0,0.0,0.0%,0.0,0.0,0.0%,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,Knicks,"NOV 13, 2023",NYK @ BOS,L,33,2,2,100.0%,0,0,0.0%,0,2,0.0%,3,3,6,1,1,2,1,2,4,-14
Mitchell Robinson,Knicks,"NOV 12, 2023",NYK vs. CHA,W,24,5,7,71.4%,0,0,0.0%,0,2,0.0%,5,4,9,0,1,0,0,2,10,4
Mitchell Robinson,Knicks,"NOV 08, 2023",NYK vs. SAS,W,31,3,4,75.0%,0,0,0.0%,2,6,33.3%,5,7,12,1,0,0,0,3,8,30
Mitchell Robinson,Knicks,"NOV 06, 2023",NYK vs. LAC,W,35,6,10,60.0%,0,0,0.0%,1,1,100.0%,9,6,15,0,4,0,0,2,13,4
Mitchell Robinson,Knicks,"NOV 03, 2023",NYK @ MIL,L,29,0,4,0.0%,0,0,0.0%,0,0,0.0%,6,9,15,1,0,0,0,4,0,-4
Mitchell Robinson,Knicks,"NOV 01, 2023",NYK vs. CLE,L,32,1,3,33.3%,0,0,0.0%,4,8,50.0%,8,8,16,0,0,2,1,3,6,-1
Mitchell Robinson,Knicks,"OCT 31, 2023",NYK @ CLE,W,22,4,4,100.0%,0,0,0.0%,0,0,0.0%,3,4,7,0,1,0,1,0,8,6
Mitchell Robinson,Knicks,"OCT 28, 2023",NYK @ NOP,L,29,4,8,50.0%,0,0,0.0%,0,0,0.0%,10,5,15,0,1,2,0,1,8,-11
Mitchell Robinson,Knicks,"OCT 27, 2023",NYK @ ATL,W,38,2,6,33.3%,0,0,0.0%,3,4,75.0%,6,7,13,1,4,4,0,1,7,11
Mitchell Robinson,Knicks,"OCT 25, 2023",NYK vs. BOS,L,22,1,4,25.0%,0,0,0.0%,0,2,0.0%,3,3,6,1,2,0,1,4,2,1
Mitchell Robinson - Average,Average,,,,29.5,2.8,5.2,54.8%,0.0,0.0,0.0%,1.0,2.5,25.8%,5.8,5.6,11.4,0.5,1.4,1.0,0.4,2.2,6.6,2.6
Orlando Robinson,Heat,"OCT 30, 2023",MIA @ MIL,L,26,4,7,57.1%,1,1,100.0%,2,2,100.0%,2,5,7,7,1,0,3,4,11,4
Orlando Robinson,Heat,"OCT 28, 2023",MIA @ MIN,L,4,0,2,0.0%,0,0,0.0%,0,0,0.0%,0,1,1,0,0,1,0,0,0,2
Orlando Robinson - Average,Average,,,,15.0,2.0,4.5,28.6%,0.5,0.5,50.0%,1.0,1.0,50.0%,1.0,3.0,4.0,3.5,0.5,0.5,1.5,2.0,5.5,3.0
Jeremiah Robinson-Earl,Pelicans,"NOV 14, 2023",NOP vs. DAL,W,13,1,1,100.0%,1,1,100.0%,0,0,0.0%,1,1,2,2,1,0,3,2,3,2
Jeremiah Robinson-Earl,Pelicans,"NOV 12, 2023",NOP vs. DAL,L,26,4,8,50.0%,3,5,60.0%,0,0,0.0%,1,5,6,1,1,0,1,2,11,5
Jeremiah Robinson-Earl,Pelicans,"NOV 10, 2023",NOP @ HOU,L,9,2,2,100.0%,1,1,100.0%,0,0,0.0%,0,0,0,0,0,0,0,1,5,-7
Jeremiah Robinson-Earl,Pelicans,"NOV 08, 2023",NOP @ MIN,L,28,3,7,42.9%,1,2,50.0%,4,4,100.0%,3,6,9,1,0,0,2,2,11,-18
Jeremiah Robinson-Earl - Average,Average,,,,19.0,2.5,4.5,73.2%,1.5,2.2,77.5%,1.0,1.0,25.0%,1.2,3.0,4.2,1.0,0.5,0.0,1.5,1.8,7.5,-4.5
David Roddy,Grizzlies,"NOV 14, 2023",MEM @ LAL,L,31,6,17,35.3%,2,8,25.0%,3,4,75.0%,1,2,3,3,2,2,0,2,17,-7
David Roddy,Grizzlies,"NOV 12, 2023",MEM @ LAC,W,21,4,7,57.1%,0,1,0.0%,0,0,0.0%,4,2,6,0,1,1,0,1,8,-5
David Roddy,Grizzlies,"NOV 10, 2023",MEM vs. UTA,L,19,3,9,33.3%,1,5,20.0%,0,0,0.0%,1,2,3,0,0,0,2,1,7,-6
David Roddy,Grizzlies,"NOV 08, 2023",MEM vs. MIA,L,13,1,2,50.0%,0,0,0.0%,2,2,100.0%,2,1,3,0,1,0,2,2,4,10
David Roddy,Grizzlies,"NOV 05, 2023",MEM @ POR,W,13,2,5,40.0%,0,1,0.0%,0,0,0.0%,0,2,2,0,1,0,0,1,4,5
David Roddy,Grizzlies,"NOV 03, 2023",MEM @ POR,L,32,8,14,57.1%,0,4,0.0%,0,0,0.0%,1,2,3,0,0,0,0,4,16,-13
David Roddy,Grizzlies,"NOV 01, 2023",MEM @ UTA,L,24,4,8,50.0%,1,3,33.3%,0,0,0.0%,1,2,3,1,0,1,1,1,9,-17
David Roddy,Grizzlies,"OCT 30, 2023",MEM vs. DAL,L,29,4,8,50.0%,0,1,0.0%,1,2,50.0%,1,4,5,2,0,1,0,2,9,-2
David Roddy,Grizzlies,"OCT 28, 2023",MEM @ WAS,L,24,5,8,62.5%,3,4,75.0%,1,1,100.0%,0,6,6,2,0,1,1,3,14,0
David Roddy,Grizzlies,"OCT 27, 2023",MEM vs. DEN,L,15,0,4,0.0%,0,2,0.0%,0,0,0.0%,0,2,2,2,1,0,2,3,0,-8
David Roddy,Grizzlies,"OCT 25, 2023",MEM vs. NOP,L,28,4,7,57.1%,1,3,33.3%,0,0,0.0%,1,4,5,2,0,0,1,2,9,-3
David Roddy - Average,Average,,,,22.6,3.7,8.1,44.8%,0.7,2.9,17.0%,0.6,0.8,29.5%,1.1,2.6,3.7,1.1,0.5,0.5,0.8,2.0,8.8,-4.2
Ryan Rollins,Wizards,"NOV 08, 2023",WAS @ CHA,W,3,1,1,100.0%,0,0,0.0%,1,1,100.0%,0,0,0,0,2,0,0,0,3,-2
Ryan Rollins,Wizards,"NOV 06, 2023",WAS @ PHI,L,10,3,5,60.0%,0,1,0.0%,0,0,0.0%,1,4,5,3,2,0,5,2,6,1
Ryan Rollins,Wizards,"NOV 03, 2023",WAS @ MIA,L,7,2,4,50.0%,1,1,100.0%,2,3,66.7%,0,1,1,2,0,1,0,1,7,15
Ryan Rollins,Wizards,"NOV 01, 2023",WAS @ ATL,L,7,2,2,100.0%,0,0,0.0%,2,2,100.0%,0,0,0,1,0,1,0,2,6,17
Ryan Rollins,Wizards,"OCT 30, 2023",WAS vs. BOS,L,12,0,2,0.0%,0,0,0.0%,7,8,87.5%,1,0,1,3,4,0,1,1,7,14
Ryan Rollins,Wizards,"OCT 25, 2023",WAS @ IND,L,6,0,3,0.0%,0,0,0.0%,1,2,50.0%,0,3,3,1,0,0,1,0,1,-1
Ryan Rollins - Average,Average,,,,7.5,1.3,2.8,51.7%,0.2,0.3,16.7%,2.2,2.7,67.4%,0.3,1.3,1.7,1.7,1.3,0.3,1.2,1.0,5.0,7.3
Derrick Rose,Grizzlies,"OCT 30, 2023",MEM vs. DAL,L,14,0,4,0.0%,0,1,0.0%,1,2,50.0%,0,1,1,0,0,0,0,1,1,-18
Derrick Rose,Grizzlies,"OCT 28, 2023",MEM @ WAS,L,18,3,8,37.5%,1,2,50.0%,0,0,0.0%,1,0,1,5,1,1,3,0,7,9
Derrick Rose,Grizzlies,"OCT 27, 2023",MEM vs. DEN,L,22,6,14,42.9%,2,3,66.7%,2,2,100.0%,2,2,4,3,1,0,3,2,16,-1
Derrick Rose,Grizzlies,"OCT 25, 2023",MEM vs. NOP,L,16,3,11,27.3%,2,4,50.0%,0,0,0.0%,1,1,2,3,0,0,0,0,8,-10
Derrick Rose - Average,Average,,,,17.5,3.0,9.2,26.9%,1.2,2.5,41.7%,0.8,1.0,37.5%,1.0,1.0,2.0,2.8,0.5,0.2,1.5,0.8,8.0,-5.0
Terry Rozier,Hornets,"NOV 04, 2023",CHA @ IND,W,31,7,14,50.0%,3,5,60.0%,5,5,100.0%,0,6,6,3,0,1,0,0,22,0
Terry Rozier,Hornets,"NOV 01, 2023",CHA @ HOU,L,38,10,21,47.6%,1,6,16.7%,0,0,0.0%,2,1,3,6,1,0,4,0,21,-1
Terry Rozier,Hornets,"OCT 30, 2023",CHA vs. BKN,L,41,10,19,52.6%,2,6,33.3%,1,1,100.0%,0,3,3,9,1,1,2,2,23,-13
Terry Rozier,Hornets,"OCT 27, 2023",CHA vs. DET,L,35,8,20,40.0%,0,7,0.0%,4,4,100.0%,1,2,3,1,1,0,2,0,20,-11
Terry Rozier,Hornets,"OCT 25, 2023",CHA vs. ATL,W,34,7,16,43.8%,2,7,28.6%,8,12,66.7%,1,4,5,6,0,0,3,2,24,14
Terry Rozier - Average,Average,,,,35.8,8.4,18.0,46.8%,1.6,6.2,27.7%,3.6,4.4,73.3%,0.8,3.2,4.0,5.0,0.6,0.4,2.2,0.8,22.0,-2.2
Rayan Rupert,Trail Blazers,"NOV 14, 2023",POR @ UTA,L,3,0,2,0.0%,0,0,0.0%,1,2,50.0%,0,0,0,0,0,0,0,0,1,-1
Rayan Rupert,Trail Blazers,"OCT 29, 2023",POR @ PHI,L,5,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-7
Rayan Rupert,Trail Blazers,"OCT 25, 2023",POR @ LAC,L,2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,3
Rayan Rupert - Average,Average,,,,3.3,0.0,1.0,0.0%,0.0,0.3,0.0%,0.3,0.7,16.7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-1.7
D'Angelo Russell,Lakers,"NOV 14, 2023",LAL vs. MEM,W,27,8,12,66.7%,6,8,75.0%,2,3,66.7%,0,3,3,5,0,0,0,0,24,25
D'Angelo Russell,Lakers,"NOV 12, 2023",LAL vs. POR,W,32,5,14,35.7%,0,3,0.0%,1,2,50.0%,1,4,5,11,1,0,1,2,11,4
D'Angelo Russell,Lakers,"NOV 10, 2023",LAL @ PHX,W,29,6,12,50.0%,0,3,0.0%,7,9,77.8%,0,3,3,9,0,1,1,4,19,1
D'Angelo Russell,Lakers,"NOV 08, 2023",LAL @ HOU,L,28,9,18,50.0%,4,7,57.1%,0,0,0.0%,0,2,2,4,0,3,1,1,22,-18
D'Angelo Russell,Lakers,"NOV 06, 2023",LAL @ MIA,L,29,6,10,60.0%,1,3,33.3%,0,0,0.0%,0,4,4,6,0,1,3,2,13,-4
